0.37583,0.43534,0.3874,0.29553,0.49828,0.41873,0.27753
0.56165,0.33755,0.48875,0.28126,0.43946,0.36257,0.27652
0.57535,0.29339,0.36825,0.33221,0.30797,0.3872,0.29732
0.36987,0.32809,0.36938,0.32814,0.35295,0.38129,0.18875
0.53426,0.57414,0.47861,0.32949,0.52942,0.41873,0.17302
0.43837,0.32809,0.35024,0.31387,0.32181,0.28375,0.22426
0.76713,0.30916,0.3142,0.18072,0.32527,0.26799,0.25064
0.46576,0.30285,0.32996,0.20314,0.39793,0.24533,0.241
0.67124,0.3407,0.30069,0.27379,0.32873,0.26109,0.33436
0.71234,0.29339,0.29731,0.20993,0.28721,0.20297,0.31508
0.63015,0.33124,0.34123,0.25477,0.28721,0.23055,0.33436
0.69864,0.21768,0.36487,0.23371,0.26299,0.23646,0.3303
0.78083,0.33124,0.3356,0.30436,0.29413,0.21676,0.30493
0.73974,0.3754,0.40992,0.34987,0.36333,0.28178,0.28261
0.50686,0.31862,0.3187,0.36074,0.25261,0.32316,0.31711
0.58905,0.31862,0.29168,0.37161,0.23184,0.23548,0.28058
0.63015,0.41957,0.29956,0.38996,0.38409,0.24237,0.33081
0.47946,0.34701,0.38289,0.46333,0.31835,0.29164,0.35262
0.75343,0.31862,0.34798,0.4939,0.17648,0.26306,0.42467
0.57535,0.38487,0.28379,0.41509,0.31489,0.22563,0.36328
0.72604,0.45111,0.39078,0.33493,0.15572,0.21085,0.37545
0.79453,0.37856,0.46623,0.42189,0.12458,0.20986,0.35059
0.86302,0.5079,0.41105,0.35531,0.14534,0.22661,0.36886
0.82193,0.45111,0.47861,0.28737,0.23184,0.26602,0.3511
0.71234,0.39433,0.46397,0.31998,0.31143,0.24336,0.29834
0.61645,0.37856,0.34911,0.33968,0.26991,0.25814,0.31863
0.80312,0.34701,0.42231,0.33221,0.1661,0.31233,0.28058
0.79453,0.57099,0.40767,0.26767,0.24914,0.31331,0.24709
0.72604,0.39118,0.45496,0.42053,0.27337,0.28178,0.26384
0.64385,0.4101,0.39528,0.37025,0.24222,0.27883,0.21513
0.49316,0.52998,0.38627,0.428,0.37371,0.33006,0.27601
0.56165,0.38487,0.39528,0.41441,0.33565,0.29558,0.30493
0.39727,0.23976,0.48987,0.32881,0.28029,0.34385,0.28971
0.58905,0.29969,0.47186,0.35667,0.15226,0.28868,0.36886
0.65754,0.26815,0.50789,0.4083,0.17648,0.26405,0.37342
0.63015,0.3754,0.3615,0.48982,0.17302,0.27981,0.41959
0.69864,0.29969,0.43244,0.50952,0.24222,0.22366,0.36886
0.72604,0.40064,0.40429,0.57406,0.17994,0.16947,0.36886
0.49316,0.21768,0.32546,0.56387,0.15918,0.23154,0.40387
0.32878,0.14512,0.32433,0.38588,0.32873,0.30838,0.32624
0.60905,0.64039,0.52028,0.25544,0.46368,0.35469,0.275
0.75343,0.44796,0.45384,0.28058,0.30797,0.32119,0.32167
0.49316,0.50474,0.46172,0.24729,0.32527,0.29361,0.28413
0.47946,0.47004,0.4865,0.23846,0.42562,0.40395,0.24202
0.42467,0.4101,0.42231,0.24525,0.43946,0.42168,0.25978
0.27398,0.25869,0.37276,0.30572,0.41177,0.28671,0.2197
0.32878,0.35017,0.30294,0.30843,0.46022,0.3074,0.23441
0.3776,0.30916,0.27929,0.24661,0.42562,0.28474,0.24151
0.47946,0.36279,0.38852,0.27854,0.29067,0.44336,0.29681
0.42467,0.42588,0.29731,0.24661,0.36333,0.33794,0.27753
0.36987,0.34701,0.32771,0.23031,0.4879,0.37045,0.25927
0.35617,0.27761,0.35699,0.27175,0.29759,0.45223,0.29529
0.34826,0.37225,0.39415,0.3064,0.37717,0.44336,0.21158
0.28768,0.33439,0.37614,0.32202,0.49482,0.30444,0.21716
0.31508,0.24922,0.27141,0.35123,0.38409,0.27883,0.2547
0.35617,0.43219,0.30294,0.39471,0.46714,0.29361,0.27348
0.68494,0.50474,0.33447,0.52718,0.37717,0.2404,0.34095
0.57535,0.49843,0.2624,0.39811,0.43946,0.23252,0.33689
0.72604,0.49528,0.24551,0.5068,0.26299,0.23154,0.33943
0.52056,0.51421,0.26465,0.53805,0.34257,0.24237,0.36937
0.57535,0.48897,0.5169,0.32678,0.38063,0.47784,0.33487
0.47946,0.41326,0.37276,0.34308,0.25607,0.3675,0.24456
0.67124,0.47635,0.40316,0.34648,0.32181,0.26306,0.26384
0.69864,0.38487,0.46623,0.26428,0.29413,0.22858,0.31762
0.57535,0.35648,0.48199,0.3261,0.33911,0.25715,0.31254
0.54123,0.45427,0.37951,0.40218,0.24568,0.30247,0.38256
0.68494,0.38802,0.40767,0.27515,0.24568,0.19016,0.33081
0.71234,0.58045,0.49213,0.27447,0.26991,0.2473,0.32269
0.75343,0.52998,0.53605,0.44159,0.29067,0.20691,0.31812
0.71234,0.45742,0.52929,0.34308,0.30797,0.20001,0.23035
0.58905,0.43534,0.55069,0.35123,0.36679,0.26799,0.28667
0.72604,0.35332,0.56983,0.34172,0.26299,0.24139,0.32675
0.71234,0.3754,0.52141,0.35939,0.24914,0.30641,0.34501
0.71234,0.49843,0.53605,0.39471,0.31835,0.28868,0.36784
0.63015,0.49528,0.45496,0.4083,0.26645,0.33794,0.35617
0.64385,0.47004,0.44483,0.38656,0.28029,0.29853,0.35922
0.35617,0.35017,0.27591,0.44702,0.39793,0.28769,0.34045
0.73974,0.39118,0.44821,0.52243,0.28029,0.28277,0.40031
0.38357,0.21768,0.39641,0.54213,0.27337,0.24139,0.35922
0.47946,0.33755,0.33222,0.41373,0.35641,0.23745,0.36176
0.45206,0.38171,0.38289,0.37433,0.37717,0.30444,0.26485
0.34248,0.23029,0.30181,0.31523,0.38063,0.34779,0.28768
0.63628,0.49843,0.47073,0.46468,0.36333,0.33301,0.35617
0.32878,0.42588,0.43695,0.42868,0.5052,0.28769,0.241
0.30138,0.40695,0.50564,0.39471,0.5398,0.41479,0.3237
0.61645,0.44165,0.4437,0.3655,0.30797,0.30838,0.42568
0.32878,0.46058,0.45271,0.49593,0.31835,0.36356,0.4201
0.61645,0.37225,0.34798,0.42053,0.2353,0.37439,0.45612
0.63015,0.57099,0.3446,0.36754,0.32527,0.30346,0.4267
0.49316,0.44165,0.26578,0.25884,0.38409,0.334,0.38103
0.31508,0.35332,0.23875,0.26428,0.46714,0.44336,0.37799
0.57535,0.306,0.35699,0.34987,0.31143,0.33104,0.3582
0.74799,0.4101,0.51015,0.43955,0.29413,0.30641,0.38509
0.55502,0.33755,0.4606,0.43887,0.29413,0.34385,0.38915
0.43837,0.29969,0.33334,0.47352,0.27337,0.36257,0.38712
0.38357,0.29654,0.27253,0.45042,0.30105,0.33794,0.3648
0.24659,0.26184,0.29731,0.47284,0.34603,0.33104,0.31609
0.31508,0.37225,0.2883,0.46944,0.29413,0.29853,0.34451
0.41097,0.32493,0.29168,0.63724,0.13842,0.26306,0.40894
0.73974,0.3691,0.43244,0.66509,0.20416,0.1675,0.46982
0.57535,0.4448,0.58334,0.2636,0.34257,0.37341,0.27094
0.51367,0.32809,0.43469,0.24593,0.34603,0.33301,0.23136
0.50014,0.45427,0.41442,0.25612,0.4706,0.33794,0.206
0.43837,0.3407,0.35587,0.18411,0.46714,0.3537,0.23492
0.71234,0.51105,0.45947,0.28602,0.41523,0.37144,0.26992
0.54796,0.50474,0.37951,0.31183,0.36679,0.25912,0.21107
0.52056,0.51421,0.41893,0.28058,0.39793,0.28671,0.22325
0.58905,0.52367,0.37839,0.25612,0.30105,0.27686,0.27956
0.54796,0.59307,0.35587,0.33357,0.51558,0.28572,0.25775
